item,variety,date,price,unit
cauliflowers,kent,2015-04-24,0.4,head
cauliflowers,all_other,2015-04-24,0.39,head
cucumbers,all_varieties,2015-04-24,0.61,kg
leeks,trimmed,2015-04-24,0.83,kg
lettuce,butterhead_indoor,2015-04-24,0.32,head
lettuce,little_gem,2015-04-24,0.65,twin
parsnips,all_varieties,2015-04-24,0.77,kg
rhubarb,forced,2015-04-24,5.23,kg
rhubarb,outdoor,2015-04-24,1.45,kg
salad_onions,salad,2015-04-24,0.24,bunch
spinach,leaf_loosebunches,2015-04-24,0.95,kg
swede,all_varieties,2015-04-24,0.28,kg
tomatoes,round,2015-04-24,1.04,kg
tomatoes,vine,2015-04-24,0.98,kg
tomatoes,cherry,2015-04-24,2.9,kg
turnip,all_varieties,2015-04-24,0.89,kg
watercress,all_varieties,2015-04-24,0.55,bunch
alstromeria,indoor,2015-04-24,1.14,bunch
irises,indoor,2015-04-24,0.65,bunch
narcissusincdaffodils,indoor,2015-04-24,0.43,bunch
oriental_lilies,homegrown,2015-04-24,0.79,stem
tulips,indoor,2015-04-24,0.88,bunch
begoniaelatior,13cm,2015-04-24,1.18, each
chrysanthemum,13cm,2015-04-24,1.23, each
cooking_apples,bramley’s_seedling,2015-04-17,0.61,kg
dessert_apples,braeburn,2015-04-17,0.61,kg
dessert_apples,gala,2015-04-17,0.66,kg
dessert_apples,other_late_season,2015-04-17,0.71,kg
dessert_apples,jonogold_group,2015-04-17,0.71,kg
pears,conference,2015-04-17,0.44,kg
pears,doyenne_du_comice,2015-04-17,0.48,kg
pears,other,2015-04-17,0.55,kg
strawberries,all_varieties,2015-04-17,1.47,kg
asparagus,all_varieties,2015-04-17,9.52,kg
beetroot,topped,2015-04-17,0.33,kg
brussels_sprouts,all_varieties,2015-04-17,0.66,kg
bulb_onions,yellow,2015-04-17,0.34,kg
bulb_onions,red,2015-04-17,0.42,kg
cabbage,red,2015-04-17,0.35,kg
cabbage,savoy,2015-04-17,0.41,head
cabbage,spring_greens_prepacked,2015-04-17,0.76,kg
cabbage,summer_autumnpointed,2015-04-17,0.42,kg
cabbage,summer_autumn_round,2015-04-17,0.44,head
cabbage,white,2015-04-17,0.29,kg
cabbage,winter_other,2015-04-17,0.36,head
carrots,toppedwashed,2015-04-17,0.34,kg
cauliflowers,kent,2015-04-17,0.39,head
cauliflowers,all_other,2015-04-17,0.39,head
cucumbers,all_varieties,2015-04-17,0.66,kg
leeks,trimmed,2015-04-17,0.82,kg
lettuce,butterhead_indoor,2015-04-17,0.31,head
lettuce,little_gem,2015-04-17,0.67,twin
parsnips,all_varieties,2015-04-17,0.76,kg
rhubarb,forced,2015-04-17,2.95,kg
rhubarb,outdoor,2015-04-17,1.94,kg
salad_onions,salad,2015-04-17,0.23,bunch
swede,all_varieties,2015-04-17,0.29,kg
tomatoes,round,2015-04-17,1.06,kg
tomatoes,vine,2015-04-17,0.88,kg
tomatoes,cherry,2015-04-17,2.93,kg
turnip,all_varieties,2015-04-17,1,kg
watercress,all_varieties,2015-04-17,0.56,bunch
alstromeria,indoor,2015-04-17,1.15,bunch
chrysanthemums_flowers,indoorspray,2015-04-17,0.63,spray
irises,indoor,2015-04-17,0.79,bunch
narcissusincdaffodils,indoor,2015-04-17,0.4,bunch
tulips,indoor,2015-04-17,0.88,bunch
begoniaelatior,13cm,2015-04-17,1.18, each
chrysanthemum,13cm,2015-04-17,1.23, each
cooking_apples,bramley’s_seedling,2015-04-10,0.61,kg
dessert_apples,braeburn,2015-04-10,0.57,kg
dessert_apples,gala,2015-04-10,0.66,kg
dessert_apples,other_late_season,2015-04-10,0.62,kg
pears,conference,2015-04-10,0.44,kg
pears,other,2015-04-10,0.61,kg
strawberries,all_varieties,2015-04-10,1.48,kg
asparagus,all_varieties,2015-04-10,11.71,kg
beetroot,topped,2015-04-10,0.34,kg
brussels_sprouts,all_varieties,2015-04-10,0.5,kg
bulb_onions,yellow,2015-04-10,0.29,kg
bulb_onions,red,2015-04-10,0.4,kg
cabbage,red,2015-04-10,0.32,kg
cabbage,savoy,2015-04-10,0.39,head
cabbage,spring_greens_prepacked,2015-04-10,0.74,kg
cabbage,summer_autumn_round,2015-04-10,0.38,head
cabbage,white,2015-04-10,0.28,kg
cabbage,winter_other,2015-04-10,0.35,head
carrots,toppedwashed,2015-04-10,0.31,kg
cauliflowers,kent,2015-04-10,0.45,head
cauliflowers,all_other,2015-04-10,0.46,head
cucumbers,all_varieties,2015-04-10,0.79,kg
leeks,trimmed,2015-04-10,0.82,kg
lettuce,butterhead_indoor,2015-04-10,0.31,head
lettuce,little_gem,2015-04-10,0.61,twin
parsnips,all_varieties,2015-04-10,0.79,kg
rhubarb,forced,2015-04-10,3.64,kg
rhubarb,outdoor,2015-04-10,2.14,kg
salad_onions,salad,2015-04-10,0.26,bunch
swede,all_varieties,2015-04-10,0.29,kg
tomatoes,round,2015-04-10,1.11,kg
tomatoes,vine,2015-04-10,1.04,kg
tomatoes,cherry,2015-04-10,2.9,kg
turnip,all_varieties,2015-04-10,1.2,kg
watercress,all_varieties,2015-04-10,0.54,bunch
alstromeria,indoor,2015-04-10,1.14,bunch
irises,indoor,2015-04-10,0.95,bunch
narcissusincdaffodils,indoor,2015-04-10,0.4,bunch
tulips,indoor,2015-04-10,0.95,bunch
begoniaelatior,13cm,2015-04-10,1.05, each
chrysanthemum,13cm,2015-04-10,1.23, each
cooking_apples,bramley’s_seedling,2015-04-03,0.6,kg
dessert_apples,cox’s_orangegroup,2015-04-03,1,kg
dessert_apples,braeburn,2015-04-03,0.58,kg
dessert_apples,gala,2015-04-03,0.72,kg
dessert_apples,other_late_season,2015-04-03,0.58,kg
pears,conference,2015-04-03,0.44,kg
pears,doyenne_du_comice,2015-04-03,0.68,kg
pears,other,2015-04-03,0.65,kg
strawberries,all_varieties,2015-04-03,1.86,kg
asparagus,all_varieties,2015-04-03,13.3,kg
beetroot,topped,2015-04-03,0.34,kg
brussels_sprouts,all_varieties,2015-04-03,0.56,kg
bulb_onions,yellow,2015-04-03,0.26,kg
bulb_onions,red,2015-04-03,0.39,kg
cabbage,red,2015-04-03,0.32,kg
cabbage,savoy,2015-04-03,0.41,head
cabbage,spring_greens_prepacked,2015-04-03,0.77,kg
cabbage,summer_autumn_round,2015-04-03,0.4,head
cabbage,white,2015-04-03,0.27,kg
cabbage,winter_other,2015-04-03,0.36,head
carrots,toppedwashed,2015-04-03,0.28,kg
cauliflowers,kent,2015-04-03,0.5,head
cauliflowers,all_other,2015-04-03,0.5,head
cucumbers,all_varieties,2015-04-03,0.75,kg
leeks,trimmed,2015-04-03,0.82,kg
lettuce,butterhead_indoor,2015-04-03,0.32,head
lettuce,little_gem,2015-04-03,0.57,twin
parsnips,all_varieties,2015-04-03,0.8,kg
rhubarb,forced,2015-04-03,3.68,kg
rhubarb,outdoor,2015-04-03,2.43,kg
swede,all_varieties,2015-04-03,0.27,kg
tomatoes,round,2015-04-03,1.31,kg
tomatoes,vine,2015-04-03,1.07,kg
turnip,all_varieties,2015-04-03,0.98,kg
watercress,all_varieties,2015-04-03,0.55,bunch
alstromeria,indoor,2015-04-03,1.12,bunch
irises,indoor,2015-04-03,0.95,bunch
narcissusincdaffodils,indoor,2015-04-03,0.43,bunch
tulips,indoor,2015-04-03,0.8,bunch
begoniaelatior,13cm,2015-04-03,1, each
chrysanthemum,13cm,2015-04-03,1.24, each
cooking_apples,bramley’s_seedling,2015-03-27,0.58,kg
dessert_apples,cox’s_orangegroup,2015-03-27,1.05,kg
dessert_apples,egremont_russet,2015-03-27,0.62,kg
dessert_apples,braeburn,2015-03-27,0.58,kg
dessert_apples,gala,2015-03-27,0.7,kg
dessert_apples,other_late_season,2015-03-27,0.58,kg
pears,conference,2015-03-27,0.41,kg
pears,doyenne_du_comice,2015-03-27,0.51,kg
pears,other,2015-03-27,0.72,kg
strawberries,all_varieties,2015-03-27,2.08,kg
asparagus,all_varieties,2015-03-27,12.05,kg
beetroot,topped,2015-03-27,0.34,kg
brussels_sprouts,all_varieties,2015-03-27,0.56,kg
bulb_onions,yellow,2015-03-27,0.25,kg
bulb_onions,red,2015-03-27,0.38,kg
cabbage,red,2015-03-27,0.31,kg
cabbage,savoy,2015-03-27,0.41,head
cabbage,spring_greens_prepacked,2015-03-27,0.76,kg
cabbage,summer_autumn_round,2015-03-27,0.41,head
cabbage,white,2015-03-27,0.28,kg
cabbage,winter_other,2015-03-27,0.35,head
carrots,toppedwashed,2015-03-27,0.28,kg
cauliflowers,kent,2015-03-27,0.47,head
cauliflowers,all_other,2015-03-27,0.46,head
cucumbers,all_varieties,2015-03-27,0.61,kg
leeks,trimmed,2015-03-27,0.83,kg
lettuce,butterhead_indoor,2015-03-27,0.32,head
lettuce,little_gem,2015-03-27,0.64,twin
parsnips,all_varieties,2015-03-27,0.77,kg
rhubarb,forced,2015-03-27,3.87,kg
rhubarb,outdoor,2015-03-27,2.68,kg
swede,all_varieties,2015-03-27,0.27,kg
tomatoes,round,2015-03-27,1.38,kg
tomatoes,vine,2015-03-27,0.78,kg
turnip,all_varieties,2015-03-27,0.92,kg
watercress,all_varieties,2015-03-27,0.56,bunch
alstromeria,indoor,2015-03-27,1.31,bunch
irises,indoor,2015-03-27,0.95,bunch
narcissusincdaffodils,indoor,2015-03-27,0.37,bunch
tulips,indoor,2015-03-27,0.83,bunch
begoniaelatior,13cm,2015-03-27,1.06, each
chrysanthemum,13cm,2015-03-27,1.24, each
cooking_apples,bramley’s_seedling,2015-03-20,0.58,kg
dessert_apples,cox’s_orangegroup,2015-03-20,1.1,kg
dessert_apples,egremont_russet,2015-03-20,0.72,kg
dessert_apples,braeburn,2015-03-20,0.61,kg
dessert_apples,gala,2015-03-20,0.6,kg
dessert_apples,other_late_season,2015-03-20,0.62,kg
pears,conference,2015-03-20,0.42,kg
pears,doyenne_du_comice,2015-03-20,0.41,kg
pears,other,2015-03-20,0.63,kg
strawberries,all_varieties,2015-03-20,2.38,kg
beetroot,topped,2015-03-20,0.33,kg
brussels_sprouts,all_varieties,2015-03-20,0.59,kg
bulb_onions,yellow,2015-03-20,0.26,kg
bulb_onions,red,2015-03-20,0.36,kg
cabbage,red,2015-03-20,0.3,kg
cabbage,savoy,2015-03-20,0.39,head
cabbage,spring_greens_prepacked,2015-03-20,0.83,kg
cabbage,summer_autumn_round,2015-03-20,0.45,head
cabbage,white,2015-03-20,0.28,kg
cabbage,winter_other,2015-03-20,0.34,head
carrots,toppedwashed,2015-03-20,0.26,kg
cauliflowers,kent,2015-03-20,0.47,head
cauliflowers,all_other,2015-03-20,0.46,head
cucumbers,all_varieties,2015-03-20,0.6,kg
leeks,trimmed,2015-03-20,0.8,kg
lettuce,butterhead_indoor,2015-03-20,0.32,head
lettuce,little_gem,2015-03-20,0.61,twin
parsnips,all_varieties,2015-03-20,0.76,kg
rhubarb,forced,2015-03-20,3.79,kg
swede,all_varieties,2015-03-20,0.28,kg
tomatoes,round,2015-03-20,0.83,kg
tomatoes,vine,2015-03-20,0.71,kg
turnip,all_varieties,2015-03-20,0.94,kg
watercress,all_varieties,2015-03-20,0.55,bunch
alstromeria,indoor,2015-03-20,1.29,bunch
irises,indoor,2015-03-20,0.95,bunch
narcissusincdaffodils,indoor,2015-03-20,0.52,bunch
tulips,indoor,2015-03-20,0.86,bunch
begoniaelatior,13cm,2015-03-20,1.1, each
cyclamen,13cm,2015-03-20,1.3, each
chrysanthemum,13cm,2015-03-20,1.11, each
cooking_apples,bramley’s_seedling,2015-03-13,0.59,kg
dessert_apples,cox’s_orangegroup,2015-03-13,0.79,kg
dessert_apples,egremont_russet,2015-03-13,0.73,kg
dessert_apples,braeburn,2015-03-13,0.6,kg
dessert_apples,gala,2015-03-13,0.63,kg
dessert_apples,other_late_season,2015-03-13,0.54,kg
pears,conference,2015-03-13,0.45,kg
pears,doyenne_du_comice,2015-03-13,0.51,kg
pears,other,2015-03-13,0.69,kg
beetroot,topped,2015-03-13,0.33,kg
brussels_sprouts,all_varieties,2015-03-13,0.58,kg
bulb_onions,yellow,2015-03-13,0.27,kg
bulb_onions,red,2015-03-13,0.47,kg
cabbage,red,2015-03-13,0.28,kg
cabbage,savoy,2015-03-13,0.39,head
cabbage,spring_greens_prepacked,2015-03-13,0.8,kg
cabbage,summer_autumn_round,2015-03-13,0.36,head
cabbage,white,2015-03-13,0.27,kg
cabbage,winter_other,2015-03-13,0.35,head
carrots,toppedwashed,2015-03-13,0.27,kg
cauliflowers,kent,2015-03-13,0.45,head
cauliflowers,all_other,2015-03-13,0.47,head
cucumbers,all_varieties,2015-03-13,0.51,kg
leeks,trimmed,2015-03-13,0.85,kg
lettuce,butterhead_indoor,2015-03-13,0.31,head
lettuce,little_gem,2015-03-13,0.62,twin
parsnips,all_varieties,2015-03-13,0.77,kg
rhubarb,forced,2015-03-13,3.87,kg
swede,all_varieties,2015-03-13,0.29,kg
turnip,all_varieties,2015-03-13,0.73,kg
watercress,all_varieties,2015-03-13,0.54,bunch
alstromeria,indoor,2015-03-13,1.29,bunch
irises,indoor,2015-03-13,0.95,bunch
narcissusincdaffodils,indoor,2015-03-13,0.68,bunch
tulips,indoor,2015-03-13,0.92,bunch
begoniaelatior,13cm,2015-03-13,1.25, each
cyclamen,13cm,2015-03-13,1.8, each
chrysanthemum,13cm,2015-03-13,1.46, each
cooking_apples,bramley’s_seedling,2015-03-06,0.62,kg
dessert_apples,cox’s_orangegroup,2015-03-06,0.86,kg
dessert_apples,egremont_russet,2015-03-06,0.75,kg
dessert_apples,braeburn,2015-03-06,0.59,kg
dessert_apples,gala,2015-03-06,0.65,kg
dessert_apples,other_late_season,2015-03-06,0.56,kg
pears,conference,2015-03-06,0.47,kg
pears,doyenne_du_comice,2015-03-06,0.66,kg
beetroot,topped,2015-03-06,0.33,kg
brussels_sprouts,all_varieties,2015-03-06,0.58,kg
bulb_onions,yellow,2015-03-06,0.29,kg
bulb_onions,red,2015-03-06,0.43,kg
cabbage,red,2015-03-06,0.3,kg
cabbage,savoy,2015-03-06,0.37,head
cabbage,spring_greens_prepacked,2015-03-06,0.83,kg
cabbage,summer_autumn_round,2015-03-06,0.35,head
cabbage,white,2015-03-06,0.27,kg
cabbage,winter_other,2015-03-06,0.35,head
carrots,toppedwashed,2015-03-06,0.27,kg
cauliflowers,kent,2015-03-06,0.61,head
cauliflowers,all_other,2015-03-06,0.46,head
cucumbers,all_varieties,2015-03-06,1.18,kg
leeks,trimmed,2015-03-06,0.83,kg
lettuce,butterhead_indoor,2015-03-06,0.33,head
lettuce,little_gem,2015-03-06,0.6,twin
parsnips,all_varieties,2015-03-06,0.77,kg
rhubarb,forced,2015-03-06,3.31,kg
swede,all_varieties,2015-03-06,0.28,kg
turnip,all_varieties,2015-03-06,0.5,kg
watercress,all_varieties,2015-03-06,0.53,bunch
alstromeria,indoor,2015-03-06,1.29,bunch
irises,indoor,2015-03-06,0.95,bunch
narcissusincdaffodils,indoor,2015-03-06,0.62,bunch
tulips,indoor,2015-03-06,0.85,bunch
chrysanthemum,13cm,2015-03-06,1.25, each
cooking_apples,bramley’s_seedling,2015-02-27,0.62,kg
dessert_apples,cox’s_orangegroup,2015-02-27,0.85,kg
dessert_apples,egremont_russet,2015-02-27,0.76,kg
dessert_apples,braeburn,2015-02-27,0.58,kg
dessert_apples,gala,2015-02-27,0.67,kg
dessert_apples,other_late_season,2015-02-27,0.56,kg
pears,conference,2015-02-27,0.47,kg
pears,doyenne_du_comice,2015-02-27,0.65,kg
beetroot,topped,2015-02-27,0.33,kg
brussels_sprouts,all_varieties,2015-02-27,0.59,kg
bulb_onions,yellow,2015-02-27,0.3,kg
bulb_onions,red,2015-02-27,0.43,kg
cabbage,red,2015-02-27,0.31,kg
cabbage,savoy,2015-02-27,0.37,head
cabbage,spring_greens_prepacked,2015-02-27,0.87,kg
cabbage,summer_autumn_round,2015-02-27,0.28,head
cabbage,white,2015-02-27,0.27,kg
cabbage,winter_other,2015-02-27,0.32,head
carrots,toppedwashed,2015-02-27,0.27,kg
cauliflowers,kent,2015-02-27,0.64,head
cauliflowers,all_other,2015-02-27,0.45,head
cucumbers,all_varieties,2015-02-27,1.21,kg
leeks,trimmed,2015-02-27,0.84,kg
lettuce,butterhead_indoor,2015-02-27,0.33,head
lettuce,little_gem,2015-02-27,0.59,twin
parsnips,all_varieties,2015-02-27,0.78,kg
rhubarb,forced,2015-02-27,3.43,kg
swede,all_varieties,2015-02-27,0.28,kg
turnip,all_varieties,2015-02-27,0.51,kg
watercress,all_varieties,2015-02-27,0.55,bunch
alstromeria,indoor,2015-02-27,1.3,bunch
irises,indoor,2015-02-27,0.85,bunch
narcissusincdaffodils,indoor,2015-02-27,0.58,bunch
tulips,indoor,2015-02-27,0.87,bunch
chrysanthemum,13cm,2015-02-27,1.18, each
cooking_apples,bramley’s_seedling,2015-02-20,0.59,kg
dessert_apples,cox’s_orangegroup,2015-02-20,0.82,kg
dessert_apples,egremont_russet,2015-02-20,0.76,kg
dessert_apples,braeburn,2015-02-20,0.6,kg
dessert_apples,gala,2015-02-20,0.69,kg
dessert_apples,other_late_season,2015-02-20,0.58,kg
pears,conference,2015-02-20,0.48,kg
pears,doyenne_du_comice,2015-02-20,0.57,kg
beetroot,topped,2015-02-20,0.35,kg
brussels_sprouts,all_varieties,2015-02-20,0.55,kg
bulb_onions,yellow,2015-02-20,0.3,kg
bulb_onions,red,2015-02-20,0.44,kg
cabbage,red,2015-02-20,0.3,kg
cabbage,savoy,2015-02-20,0.39,head
cabbage,spring_greens_prepacked,2015-02-20,0.85,kg
cabbage,white,2015-02-20,0.26,kg
cabbage,winter_other,2015-02-20,0.34,head
carrots,toppedwashed,2015-02-20,0.27,kg
cauliflowers,kent,2015-02-20,0.65,head
cauliflowers,all_other,2015-02-20,0.44,head
cucumbers,all_varieties,2015-02-20,1.25,kg
leeks,trimmed,2015-02-20,0.85,kg
lettuce,butterhead_indoor,2015-02-20,0.34,head
lettuce,little_gem,2015-02-20,0.61,twin
parsnips,all_varieties,2015-02-20,0.82,kg
rhubarb,forced,2015-02-20,3.21,kg
swede,all_varieties,2015-02-20,0.29,kg
turnip,all_varieties,2015-02-20,0.51,kg
watercress,all_varieties,2015-02-20,0.65,bunch
alstromeria,indoor,2015-02-20,1.3,bunch
irises,indoor,2015-02-20,0.9,bunch
narcissusincdaffodils,indoor,2015-02-20,0.58,bunch
tulips,indoor,2015-02-20,0.87,bunch
begoniaelatior,13cm,2015-02-20,1.25, each
chrysanthemum,13cm,2015-02-20,1.18, each
cooking_apples,bramley’s_seedling,2015-02-13,0.6,kg
dessert_apples,cox’s_orangegroup,2015-02-13,0.72,kg
dessert_apples,egremont_russet,2015-02-13,0.78,kg
dessert_apples,braeburn,2015-02-13,0.62,kg
dessert_apples,gala,2015-02-13,0.7,kg
dessert_apples,other_late_season,2015-02-13,0.56,kg
pears,conference,2015-02-13,0.48,kg
pears,doyenne_du_comice,2015-02-13,0.62,kg
beetroot,topped,2015-02-13,0.35,kg
brussels_sprouts,all_varieties,2015-02-13,0.53,kg
bulb_onions,yellow,2015-02-13,0.26,kg
bulb_onions,red,2015-02-13,0.43,kg
cabbage,red,2015-02-13,0.31,kg
cabbage,savoy,2015-02-13,0.36,head
cabbage,spring_greens_prepacked,2015-02-13,0.84,kg
cabbage,white,2015-02-13,0.26,kg
cabbage,winter_other,2015-02-13,0.33,head
carrots,toppedwashed,2015-02-13,0.27,kg
cauliflowers,all_other,2015-02-13,0.62,head
leeks,trimmed,2015-02-13,0.81,kg
lettuce,butterhead_indoor,2015-02-13,0.32,head
lettuce,little_gem,2015-02-13,0.64,twin
parsnips,all_varieties,2015-02-13,0.81,kg
rhubarb,forced,2015-02-13,3.97,kg
swede,all_varieties,2015-02-13,0.29,kg
turnip,all_varieties,2015-02-13,0.55,kg
watercress,all_varieties,2015-02-13,0.56,bunch
alstromeria,indoor,2015-02-13,1.28,bunch
narcissusincdaffodils,indoor,2015-02-13,0.66,bunch
tulips,indoor,2015-02-13,0.88,bunch
begoniaelatior,13cm,2015-02-13,1.12, each
chrysanthemum,13cm,2015-02-13,1.19, each
cooking_apples,bramley’s_seedling,2015-02-06,0.63,kg
dessert_apples,cox’s_orangegroup,2015-02-06,0.75,kg
dessert_apples,egremont_russet,2015-02-06,0.77,kg
dessert_apples,braeburn,2015-02-06,0.63,kg
dessert_apples,gala,2015-02-06,0.72,kg
dessert_apples,other_late_season,2015-02-06,0.65,kg
pears,conference,2015-02-06,0.49,kg
pears,doyenne_du_comice,2015-02-06,0.63,kg
pears,other,2015-02-06,0.42,kg
beetroot,topped,2015-02-06,0.35,kg
brussels_sprouts,all_varieties,2015-02-06,0.53,kg
bulb_onions,yellow,2015-02-06,0.31,kg
bulb_onions,red,2015-02-06,0.45,kg
cabbage,red,2015-02-06,0.29,kg
cabbage,savoy,2015-02-06,0.36,head
cabbage,spring_greens_loose,2015-02-06,0.64,kg
cabbage,spring_greens_prepacked,2015-02-06,0.69,kg
cabbage,summer_autumn_round,2015-02-06,0.34,head
cabbage,white,2015-02-06,0.26,kg
cabbage,winter_other,2015-02-06,0.35,head
carrots,toppedwashed,2015-02-06,0.27,kg
cauliflowers,all_other,2015-02-06,0.68,head
leeks,trimmed,2015-02-06,0.8,kg
lettuce,butterhead_indoor,2015-02-06,0.32,head
lettuce,little_gem,2015-02-06,0.62,twin
parsnips,all_varieties,2015-02-06,0.8,kg
rhubarb,forced,2015-02-06,3.68,kg
swede,all_varieties,2015-02-06,0.29,kg
turnip,all_varieties,2015-02-06,0.52,kg
watercress,all_varieties,2015-02-06,0.54,bunch
alstromeria,indoor,2015-02-06,1.01,bunch
narcissusincdaffodils,indoor,2015-02-06,0.66,bunch
tulips,indoor,2015-02-06,0.81,bunch
begoniaelatior,13cm,2015-02-06,1, each
chrysanthemum,13cm,2015-02-06,1.23, each
cooking_apples,bramley’s_seedling,2015-01-30,0.62,kg
dessert_apples,cox’s_orangegroup,2015-01-30,0.75,kg
dessert_apples,egremont_russet,2015-01-30,0.76,kg
dessert_apples,braeburn,2015-01-30,0.63,kg
dessert_apples,gala,2015-01-30,0.75,kg
dessert_apples,other_late_season,2015-01-30,0.66,kg
pears,conference,2015-01-30,0.49,kg
pears,doyenne_du_comice,2015-01-30,0.62,kg
pears,other,2015-01-30,0.37,kg
beetroot,topped,2015-01-30,0.34,kg
brussels_sprouts,all_varieties,2015-01-30,0.52,kg
bulb_onions,yellow,2015-01-30,0.27,kg
bulb_onions,red,2015-01-30,0.51,kg
cabbage,red,2015-01-30,0.29,kg
cabbage,savoy,2015-01-30,0.35,head
cabbage,spring_greens_loose,2015-01-30,0.62,kg
cabbage,spring_greens_prepacked,2015-01-30,0.67,kg
cabbage,summer_autumn_round,2015-01-30,0.35,head
cabbage,white,2015-01-30,0.26,kg
cabbage,winter_other,2015-01-30,0.38,head
carrots,toppedwashed,2015-01-30,0.27,kg
cauliflowers,kent,2015-01-30,0.8,head
leeks,trimmed,2015-01-30,0.76,kg
lettuce,butterhead_indoor,2015-01-30,0.33,head
lettuce,little_gem,2015-01-30,0.61,twin
parsnips,all_varieties,2015-01-30,0.76,kg
rhubarb,forced,2015-01-30,3.84,kg
swede,all_varieties,2015-01-30,0.3,kg
turnip,all_varieties,2015-01-30,0.84,kg
watercress,all_varieties,2015-01-30,0.51,bunch
alstromeria,indoor,2015-01-30,1.17,bunch
narcissusincdaffodils,indoor,2015-01-30,0.65,bunch
tulips,indoor,2015-01-30,0.78,bunch
begoniaelatior,13cm,2015-01-30,1.5, each
cyclamen,13cm,2015-01-30,1.5, each
chrysanthemum,13cm,2015-01-30,1.25, each
cooking_apples,bramley’s_seedling,2015-01-23,0.62,kg
dessert_apples,cox’s_orangegroup,2015-01-23,0.71,kg
dessert_apples,egremont_russet,2015-01-23,0.71,kg
dessert_apples,braeburn,2015-01-23,0.62,kg
dessert_apples,gala,2015-01-23,0.79,kg
dessert_apples,other_late_season,2015-01-23,0.64,kg
pears,conference,2015-01-23,0.47,kg
pears,doyenne_du_comice,2015-01-23,0.6,kg
beetroot,topped,2015-01-23,0.34,kg
brussels_sprouts,all_varieties,2015-01-23,0.55,kg
bulb_onions,yellow,2015-01-23,0.24,kg
bulb_onions,red,2015-01-23,0.43,kg
cabbage,red,2015-01-23,0.3,kg
cabbage,savoy,2015-01-23,0.35,head
cabbage,spring_greens_loose,2015-01-23,0.6,kg
cabbage,spring_greens_prepacked,2015-01-23,0.64,kg
cabbage,summer_autumn_round,2015-01-23,0.33,head
cabbage,white,2015-01-23,0.25,kg
cabbage,winter_other,2015-01-23,0.37,head
carrots,toppedwashed,2015-01-23,0.28,kg
cauliflowers,kent,2015-01-23,0.84,head
cauliflowers,all_other,2015-01-23,0.68,head
leeks,trimmed,2015-01-23,0.78,kg
lettuce,butterhead_indoor,2015-01-23,0.33,head
lettuce,little_gem,2015-01-23,0.62,twin
parsnips,all_varieties,2015-01-23,0.8,kg
rhubarb,forced,2015-01-23,3.69,kg
swede,all_varieties,2015-01-23,0.31,kg
turnip,all_varieties,2015-01-23,0.98,kg
watercress,all_varieties,2015-01-23,0.52,bunch
alstromeria,indoor,2015-01-23,1.29,bunch
narcissusincdaffodils,indoor,2015-01-23,0.53,bunch
tulips,indoor,2015-01-23,0.78,bunch
begoniaelatior,13cm,2015-01-23,1, each
cyclamen,13cm,2015-01-23,1.38, each
chrysanthemum,13cm,2015-01-23,1.25, each
cooking_apples,bramley’s_seedling,2015-01-16,0.61,kg
dessert_apples,cox’s_orangegroup,2015-01-16,0.64,kg
dessert_apples,egremont_russet,2015-01-16,0.72,kg
dessert_apples,braeburn,2015-01-16,0.61,kg
dessert_apples,gala,2015-01-16,0.66,kg
dessert_apples,other_late_season,2015-01-16,0.68,kg
dessert_apples,jonogold_group,2015-01-16,0.49,kg
pears,conference,2015-01-16,0.48,kg
pears,doyenne_du_comice,2015-01-16,0.58,kg
beetroot,topped,2015-01-16,0.34,kg
brussels_sprouts,all_varieties,2015-01-16,0.58,kg
bulb_onions,yellow,2015-01-16,0.25,kg
bulb_onions,red,2015-01-16,0.43,kg
cabbage,red,2015-01-16,0.3,kg
cabbage,savoy,2015-01-16,0.35,head
cabbage,spring_greens_loose,2015-01-16,0.68,kg
cabbage,spring_greens_prepacked,2015-01-16,0.59,kg
cabbage,summer_autumn_round,2015-01-16,0.33,head
cabbage,white,2015-01-16,0.26,kg
cabbage,winter_other,2015-01-16,0.36,head
carrots,toppedwashed,2015-01-16,0.27,kg
cauliflowers,kent,2015-01-16,0.94,head
cauliflowers,all_other,2015-01-16,0.84,head
leeks,trimmed,2015-01-16,0.77,kg
lettuce,butterhead_indoor,2015-01-16,0.33,head
lettuce,little_gem,2015-01-16,0.58,twin
parsnips,all_varieties,2015-01-16,0.78,kg
swede,all_varieties,2015-01-16,0.3,kg
turnip,all_varieties,2015-01-16,0.95,kg
watercress,all_varieties,2015-01-16,0.52,bunch
alstromeria,indoor,2015-01-16,1.17,bunch
narcissusincdaffodils,indoor,2015-01-16,0.56,bunch
tulips,indoor,2015-01-16,0.78,bunch
cyclamen,13cm,2015-01-16,1.25, each
chrysanthemum,13cm,2015-01-16,1.25, each
cooking_apples,bramley’s_seedling,2015-01-09,0.6,kg
dessert_apples,cox’s_orangegroup,2015-01-09,0.65,kg
dessert_apples,egremont_russet,2015-01-09,0.73,kg
dessert_apples,spartan,2015-01-09,0.54,kg
dessert_apples,braeburn,2015-01-09,0.62,kg
dessert_apples,gala,2015-01-09,0.61,kg
dessert_apples,other_late_season,2015-01-09,0.72,kg
dessert_apples,jonogold_group,2015-01-09,0.6,kg
pears,conference,2015-01-09,0.46,kg
pears,doyenne_du_comice,2015-01-09,0.59,kg
beetroot,topped,2015-01-09,0.34,kg
